x,y,value
12722400,2583000,17
12679800,2591200,1
12673600,2581600,2
12726000,2588600,8
12671200,2583400,8
12685800,2565800,20
12710400,2563000,9
12679400,2588800,7
12694600,2577000,5
12719000,2582600,5
12703200,2569800,4
12719000,2583400,1
12682800,2555000,5
12673400,2583800,4
12694200,2560000,11
12682400,2557000,9
12668600,2581600,5
12703000,2579400,2
12672600,2571800,29
12682200,2556200,6
12686000,2558400,5
12716600,2577200,7
12679600,2588600,8
12708600,2574400,14
12684800,2591200,2
12694200,2581600,5
12732800,2587000,1
12729400,2578800,6
12708400,2568200,7
12672600,2582600,3
12720000,2582800,5
12687600,2580400,10
12671200,2573800,3
12695000,2558600,25
12698000,2571600,34
12677600,2592800,1
12703400,2563000,2
12675200,2589000,1
12732800,2578400,6
12694600,2583600,3
12698600,2564200,11
12722800,2586000,3
12681000,2561200,3
12670200,2587200,5
12716200,2585600,1
12704600,2559800,10
12680200,2561200,2
12672800,2588800,5
12718400,2573400,3
12693600,2575600,2
12703200,2574600,9
12690600,2585600,1
12668200,2580800,3
12684200,2577200,5
12697800,2575800,8
12675600,2591200,9
12734200,2577800,4
12699600,2581600,11
12695400,2574400,3
12700400,2560600,4
12723000,2587200,11
12672600,2587400,6
12669000,2587000,9
12683600,2569600,1
12672200,2581000,2
12729800,2574400,2
12671600,2582800,10
12683800,2556400,8
12686600,2581600,3
12733800,2579800,5
12678800,2562000,9
12674400,2585000,4
12667600,2584800,3
12724200,2576200,1
12668600,2576600,9
12675600,2570200,5
12691000,2576000,14
12689400,2561200,2
12681600,2573800,1
12696800,2557800,6
12690400,2584600,1
12701400,2572600,2
12723200,2576200,2
12709200,2569200,3
12720600,2565800,1
12709200,2568800,5
12711400,2573400,4
12705200,2565200,6
12695800,2571600,1
12700400,2559800,31
12728800,2576800,1
12700600,2576200,1
12716400,2577000,9
12705400,2564400,3
12717200,2579400,10
12723600,2583200,16
12666600,2578800,1
12674600,2584800,3
12682600,2556800,3
12695600,2575600,7
12696600,2570200,3
12671200,2576000,5
12727600,2579800,5
12719200,2563800,2
12689000,2565800,6
12682600,2557200,2
12696600,2573800,1
12686400,2560200,1
12678600,2582200,8
12723800,2576000,6
12682800,2587400,2
12673000,2570800,5
12697600,2558800,21
12681800,2558400,13
12697600,2559200,6
12674600,2580400,2
12714200,2581000,6
12696200,2572200,11
12686800,2579200,2
12670800,2579200,9
12671400,2574800,8
12704200,2579400,1
12679000,2564600,2
12665400,2583800,4
12704000,2579200,9
12716000,2571200,2
12671600,2576400,19
12685200,2577800,16
12690200,2578000,7
12734200,2585200,4
12696600,2556600,1
12709200,2573800,3
12731600,2585400,1
12698200,2570200,7
12684000,2585200,9
12684000,2570600,2
12692000,2573800,13
12684600,2590400,1
12673000,2573400,1
12693600,2561800,2
12680400,2591200,2
12667000,2580600,7
12670600,2583600,5
12687600,2566200,1
12680800,2559600,4
12708200,2572800,2
12694400,2584400,8
12679200,2554000,3
12675200,2592200,3
12671400,2584600,2
12691600,2566200,2
12703000,2562400,5
12689600,2569000,1
12677400,2590600,1
12706200,2569600,18
12730600,2578000,10
12682200,2586400,2
12669000,2582800,1
12692200,2576200,26
12693200,2573800,4
12722200,2579400,1
12693000,2585200,21
12731600,2578400,11
12726600,2567800,2
12717800,2586600,1
12676800,2593000,9
12751400,2554800,2
12672000,2581400,5
12674000,2580600,1
12671800,2573800,3
12674000,2581400,9
12670000,2578600,12
12705200,2573000,3
12722200,2583400,4
12701800,2580600,10
12690600,2566200,3
12718400,2583800,2
12671200,2582200,10
12726000,2586400,4
12698400,2567800,1
12670400,2583400,10
12685800,2572000,16
12701000,2580800,4
12744800,2567800,1
12665800,2578600,1
12681000,2558600,1
12688000,2560200,6
12727600,2578000,2
12704200,2560200,14
12727000,2587000,4
12730600,2579800,1
12705600,2563400,8
12694400,2562600,1
12699000,2573400,1
12709800,2563800,2
12669800,2582200,1
12717200,2585000,2
12677000,2588600,2
12723800,2575800,3
12679000,2577600,1
12673000,2588200,2
12668800,2576400,17
12692800,2572000,4
12667200,2581800,14
12672600,2577400,3
12695200,2571000,26
12704200,2563200,2
12667200,2582600,10
12678000,2567200,9
12721800,2585800,2
12736600,2580400,1
12697200,2561200,4
12712000,2574800,2
12698200,2572000,22
12735000,2585200,1
12671400,2574000,25
12679000,2566400,5
12687800,2560600,1
12676400,2564200,29
12698000,2581400,1
12709200,2563600,2
12682800,2563200,4
12680200,2588000,10
12684000,2589400,2
12667800,2583600,6
12679000,2556200,2
12677000,2562600,3
12673600,2568600,1
12684000,2577600,16
12738600,2571800,5
12708200,2569000,7
12682200,2582000,10
12683000,2559200,4
12668600,2585600,4
12690200,2562000,1
12685000,2567200,1
12721600,2580400,4
12681200,2587000,11
12666600,2576800,1
12714200,2577400,1
12684600,2572400,1
12698000,2568600,7
12708600,2578400,3
12690800,2560600,1
12717600,2563800,1
12674200,2583800,1
12699400,2582400,4
12717000,2585800,5
12734000,2582400,3
12684000,2556200,4
12678800,2584200,1
12681200,2557800,3
12713000,2563000,1
12691200,2568000,4
12672600,2582200,5
12684000,2557800,6
12675800,2566600,9
12683800,2560600,4
12693000,2577600,3
12674800,2583400,4
12676800,2592400,1
12705200,2564400,3
12704800,2560000,31
12674200,2585800,15
12726200,2587000,1
12689200,2582600,1
12698200,2558600,24
12706400,2562800,7
12692000,2567200,1
12721400,2578600,4
12733200,2579000,3
12715800,2571800,2
12724200,2587400,5
12703200,2579400,2
12677600,2562600,2
12706400,2567600,2
12717600,2585800,6
12698200,2559400,7
12671600,2575800,10
12704600,2560600,17
12689800,2583600,3
12685800,2584200,1
12717400,2562800,17
12673000,2581600,4
12675200,2569800,7
12726800,2589000,5
12688800,2566600,1
12699000,2563200,3
12669000,2584200,7
12724800,2589400,32
12716000,2572400,6
12724600,2586800,1
12692400,2574200,4
12700000,2583400,1
12677000,2555800,2
12697200,2585000,1
12732400,2585800,6
12689400,2566000,2
12694800,2574600,10
12706800,2571800,1
12682200,2565600,7
12730200,2583200,3
12692600,2569800,2
12753400,2562200,1
12682200,2563000,5
12692800,2584200,12
12670600,2585000,3
12698600,2582200,3
12699800,2558800,3
12681200,2558000,4
12679800,2591000,6
12725200,2568000,1
12675000,2570800,2
12674200,2589400,3
12670800,2582800,1
12673600,2581400,3
12697000,2571200,5
12671200,2583200,26
12732000,2585000,2
12680800,2586800,7
12682800,2554800,2
12683600,2583400,1
12679000,2580000,2
12735800,2586200,4
12668600,2582600,1
12724600,2579600,2
12695200,2563000,4
12679200,2565800,3
12682200,2556000,8
12723800,2589400,1
12687000,2584200,1
12678800,2553200,3
12696400,2582000,7
12684600,2563200,3
12677600,2564000,12
12716400,2580000,5
12698000,2571800,11
12682000,2555400,1
12724200,2578600,2
12687800,2563200,3
12722000,2584800,2
12716200,2577800,12
12732200,2583400,5
12703200,2574400,10
12697800,2574000,1
12724600,2575600,1
12690000,2584200,4
12682200,2581600,1
12673200,2580200,4
12699600,2581400,3
12674200,2580600,3
12700400,2560000,20
12682000,2586000,7
12699200,2563400,1
12681800,2574200,5
12683600,2569400,1
12703800,2564000,4
12680600,2581400,1
12699600,2558200,5
12682600,2575000,2
12679600,2558000,2
12705200,2577800,8
12715200,2583400,1
12716800,2585200,4
12750400,2556000,1
12696800,2567200,3
12673200,2578200,2
12681400,2584200,1
12672200,2570400,1
12713200,2572600,6
12702600,2560000,6
12709200,2569000,21
12698400,2560600,1
12713400,2571400,5
12726800,2587000,1
12723000,2576000,1
12686200,2562200,1
12695000,2586000,1
12695800,2571400,1
12698600,2581200,18
12723600,2580800,2
12706600,2581000,5
12717400,2573200,3
12717400,2578600,14
12694600,2569400,13
12705400,2564200,6
12698400,2574600,17
12717200,2579600,19
12673200,2579800,3
12685600,2562800,9
12705400,2567800,11
12723600,2583000,6
12714200,2574600,6
12717000,2579000,10
12732000,2586000,3
12683200,2561000,5
12695600,2575000,17
12696600,2570000,2
12711200,2570200,1
12676400,2565600,4
12671600,2575000,5
12714600,2574000,7
12686400,2560400,3
12697200,2578600,5
12700800,2562800,2
12699200,2581800,8
12700200,2572600,1
12670400,2575600,4
12723800,2576200,5
12673200,2577000,15
12718200,2573800,2
12681800,2555000,2
12681200,2585800,4
12697600,2558600,17
12691200,2562200,2
12703200,2581400,1
12686000,2586000,5
12701600,2583200,1
12691400,2574400,5
12704400,2578600,9
12699000,2570800,10
12703600,2563400,5
12693600,2573200,9
12724400,2582800,3
12673600,2592800,4
12675200,2569600,6
12684000,2585000,8
12694000,2586200,5
12675600,2570800,15
12678600,2594200,5
12709200,2570600,1
12673600,2567800,42
12678400,2555000,2
12680400,2591000,1
12667000,2580400,6
12697600,2572200,7
12721600,2583600,6
12669000,2585800,2
12691000,2586000,3
12692200,2566400,3
12680600,2552800,3
12711600,2563000,2
12731000,2586600,1
12724600,2587200,1
12667600,2582000,2
12716600,2571200,4
12673600,2579600,8
12707400,2571400,1
12682400,2558000,11
12717600,2564600,1
12691600,2576800,12
12677600,2589200,5
12706200,2569400,14
12666200,2581000,1
12735000,2586000,1
12672200,2572600,14
12692200,2576400,1
12693000,2585000,30
12687200,2563400,16
12687400,2562000,1
12714600,2573400,10
12681600,2583000,5
12730800,2578600,4
12717600,2578600,2
12681400,2553200,2
12672000,2581200,10
12674000,2580400,6
12715400,2586200,1
12735600,2578600,3
12706800,2581200,1
12683000,2586000,3
12670000,2578000,1
12675400,2568000,14
12685400,2577400,6
12682400,2589200,7
12714400,2587200,2
12682600,2581600,4
12702600,2563000,22
12704800,2578000,10
12698400,2567600,2
12678000,2593200,1
12744200,2567200,6
12705600,2571200,3
12719600,2584800,1
12695400,2558000,13
12709000,2568400,6
12704600,2564600,8
12698000,2560600,5
12695000,2583000,1
12722000,2586000,2
12748600,2561000,1
12684400,2569000,1
12705000,2578800,2
12732000,2583800,2
12704600,2578600,5
12727400,2582400,16
12708000,2572400,4
12709800,2563600,34
12669800,2582000,5
12696200,2569800,5
12692400,2577400,5
12750600,2566400,1
12683000,2589200,1
12676200,2563600,27
12667200,2581600,2
12708000,2577200,7
12713800,2578600,1
12682600,2583200,5
12698600,2571400,1
12677200,2561400,1
12744000,2566800,1
12697600,2558400,3
12696000,2558400,20
12727200,2579400,1
12693800,2575800,4
12685200,2565400,5
12694600,2578800,4
12691400,2577400,11
12698200,2567400,4
12669400,2581600,3
12687800,2560400,2
12745200,2564200,3
12694400,2576800,34
12720000,2566600,4
12668400,2586000,1
12707600,2565400,2
12694600,2572400,4
12694400,2583000,7
12705800,2562800,4
12674200,2581600,10
12703000,2575200,1
12678400,2590600,20
12722800,2579200,6
12728000,2583000,1
12752800,2567400,1
12714200,2577200,1
12672400,2585400,1
12690800,2560400,5
12718000,2583800,2
12708800,2572800,8
12679000,2587600,3
12674200,2585000,3
12700800,2560600,3
12675800,2591600,13
12683400,2556800,20
12720600,2582400,16
12703400,2573600,2
12708000,2578000,3
12682000,2565000,12
12694000,2559000,11
12689800,2566000,2
12733200,2579600,2
12715000,2583000,5
12707200,2577200,1
12719000,2563800,1
12724600,2578800,3
12693600,2572200,33
12703200,2579600,3
12715600,2565400,3
12677800,2588600,1
12671400,2587600,3
12699000,2571400,12
12684200,2586200,2
12680000,2580800,4
12669200,2578000,2
12691600,2560200,1
12679000,2563400,9
12694200,2559600,32
12688800,2566000,1
12674800,2567200,5
12669000,2584400,4
12673800,2572200,2
12671600,2586200,2
12724000,2579000,1
12729600,2579000,1
12682400,2562200,1
12672600,2570800,6
12706200,2572400,4
12724200,2579600,1
12686600,2559600,2
12673600,2587000,12
12736000,2574600,1
12725200,2586200,1
12706600,2565400,5
12686000,2562600,3
12672600,2576800,14
12724400,2583600,7
12706000,2567000,1
12673600,2593600,14
12678600,2565400,31
12676800,2586800,3
12692800,2584000,29
12684000,2563400,4
12670400,2579800,3
12707000,2569200,1
12730600,2577600,5
12712400,2562800,9
12695600,2571800,9
12732000,2585200,7
12692400,2585800,1
12691600,2559600,1
12674000,2592000,7
12679200,2577200,1
12718200,2586200,5
12711200,2573400,10
12681600,2586200,3
12682800,2554600,2
12697800,2569000,7
12723600,2579000,6
12673800,2585400,3
12679000,2580200,1
12735800,2586400,4
12691000,2562600,1
12719400,2583600,10
12690000,2560400,1
12725400,2567400,1
12700600,2565800,1
12679800,2553400,3
12693000,2563400,2
12675600,2588000,4
12673400,2572000,6
12684800,2591600,2
12718200,2568600,1
12670400,2575800,6
12755200,2561200,5
12719400,2566400,10
12705400,2567200,3
12696600,2580800,8
12683000,2573400,3
12674000,2571400,6
12718400,2567400,1
12669200,2583600,46
12732200,2583600,11
12682000,2576200,2
12676200,2564000,15
12727200,2567800,6
12724600,2575400,1
12699800,2559000,19
12695400,2585600,8
12673200,2580400,6
12676000,2563000,2
12738800,2571800,7
12678200,2551800,1
12682000,2587800,5
12718000,2585200,10
12691200,2558800,6
12718200,2565800,4
12697000,2580800,9
12682200,2558000,10
12734400,2585800,1
12699600,2576400,1
12703800,2564200,7
12678600,2562800,3
12705400,2577000,5
12667800,2584400,9
12699600,2558400,13
12685600,2582200,2
12682000,2583600,4
12669400,2575400,5
12683400,2561800,6
12719400,2567000,4
12705000,2580400,1
12702200,2581000,8
12699400,2572000,2
12702600,2560200,15
12670200,2589400,12
12679000,2549200,2
12692800,2583800,6
12719200,2566600,11
12675600,2584400,1
12695000,2586200,2
12707000,2566200,1
12695200,2558000,13
12731200,2581600,1
12678200,2566600,14
12668600,2584200,1
12676600,2594400,1
12717400,2578800,12
12686600,2584200,1
12675000,2568000,14
12682200,2554800,2
12682600,2556400,9
12687200,2583600,1
12706600,2568400,6
12673400,2593200,2
12692400,2572200,2
12699200,2581600,7
12671800,2581400,2
12683200,2554000,18
12718200,2573600,4
12670000,2570000,2
12671800,2576400,15
12700000,2581400,1
12712800,2571800,9
12704800,2570000,3
12667200,2575200,1
12710000,2572000,3
12749400,2556800,1
12672800,2581000,9
12668000,2578600,17
12691400,2574600,12
12698200,2564600,5
12712800,2567200,1
12689800,2584400,3
12733200,2578800,9
12684400,2557800,5
12723400,2589800,2
12690200,2583600,2
12685200,2577400,8
12731600,2585000,1
12735400,2584400,1
12735200,2579000,1
12678200,2583400,2
12674200,2586400,2
12694800,2573400,7
12717000,2577000,1
12686600,2577200,2
12697600,2572000,1
12721600,2583000,5
12699600,2571600,4
12692200,2566600,1
12676600,2560200,3
12667400,2579000,11
12730200,2574800,1
12692200,2577400,8
12680400,2553400,6
12708800,2574000,12
12722200,2579000,11
12680800,2584800,2
12736000,2585400,1
12733600,2578200,3
12697200,2569800,8
12703400,2570800,3
12687400,2562200,3
12705000,2579600,4
12711400,2571600,3
12714600,2573200,25
12678000,2563400,5
12705200,2567800,7
12708800,2569800,14
12706000,2561800,6
12689800,2563200,1
12735400,2582600,1
12675000,2581000,8
12689800,2558800,1
12671200,2582600,4
12666800,2583800,2
12705600,2571000,3
12745000,2561200,1
12698000,2560400,1
12721000,2585400,5
12679600,2592600,1
12670800,2571000,1
12690400,2562200,4
12702400,2571600,6
12699000,2573000,2
12705200,2561800,6
12733800,2583400,2
12709800,2563400,7
12684800,2587000,3
12677000,2588200,1
12672400,2573400,7
12692400,2577600,2
12691000,2578600,7
12673800,2566200,16
12697200,2584800,12
12724400,2576400,4
12687800,2592200,4
12720200,2580800,11
12694000,2573400,4
12713800,2578800,2
12703200,2571600,1
12703600,2578200,8
12684000,2587800,2
12698200,2572400,3
12717200,2572800,3
12700400,2561200,8
12679800,2589000,8
12682000,2560800,4
12721800,2567600,1
12698800,2561800,3
12695800,2585600,6
12673000,2571200,9
12680600,2590000,11
12667000,2582400,6
12716200,2570000,9
12673600,2584800,1
12737800,2571600,1
12673600,2555600,2
12678400,2588800,22
12696000,2566600,4
12710400,2573000,1
12673200,2566000,1
12682000,2581600,9
12734000,2577800,3
12700800,2578800,2
12682000,2581800,22
12674200,2566600,3
12679000,2561000,2
12688600,2559000,1
12721200,2584000,1
12679000,2582600,1
12674600,2567600,11
12726200,2583000,2
12679000,2588000,1
12721600,2577200,24
12679800,2559000,1
12687200,2559600,2
12681000,2592400,2
12674200,2570800,7
12693600,2559400,17
12720600,2582600,6
12702200,2576200,2
12723000,2577800,5
12694800,2559200,10
12682000,2565600,7
12726800,2590600,1
12722600,2589000,2
12689200,2566600,1
12704000,2574000,2
12688400,2578200,1
12723400,2583800,2
12683000,2566200,7
12687400,2566600,1
12719400,2582800,4
12721000,2581000,4
12735000,2578400,1
12701000,2561200,6
12671200,2580200,1
12733400,2583000,1
12679200,2565000,7
12682200,2556800,6
12706200,2578800,16
12669200,2579800,18
12744200,2567000,10
12672000,2574200,5
12704200,2574000,2
12694800,2560200,4
12673600,2567400,6
12673800,2572000,4
12682200,2584000,2
12683800,2584200,5
12671600,2586400,6
12678200,2593800,2
12713000,2574600,6
12697200,2585400,4
12680000,2562000,3
12695400,2557600,1
12687000,2563400,4
12681200,2565600,1
12723400,2588600,13
12724400,2583000,1
12682200,2566400,3
12710200,2571600,9
12689800,2568000,1
12670800,2588600,7
12708800,2568400,5
12718800,2574000,1
12717800,2573200,21
12666000,2584600,2
12675600,2591400,1
12707000,2569000,9
12714800,2580800,4
12680200,2581800,17
12694600,2566800,4
12732000,2585400,2
12723400,2566200,3
12684600,2570600,2
12679200,2577400,1
12700000,2574600,5
12680600,2589600,5
12681600,2559800,4
12718200,2586000,4
12697800,2584800,3
12682800,2554400,21
12689000,2578600,9
12727200,2577400,2
12691000,2562400,1
12719400,2583000,7
12704200,2568600,22
12675000,2563800,5
12682000,2582600,3
12673400,2589600,8
12693000,2560400,14
12703400,2571200,14
12687200,2578200,1
12704800,2573200,4
12751400,2563200,1
12711800,2571400,7
12726200,2586400,3
12702600,2562600,13
12700400,2570800,5
12682400,2585000,1
12698200,2561800,1
12706000,2570600,3
12695800,2567600,3
12725200,2587400,2
12680200,2564600,9
12695400,2569200,6
12693600,2570600,4
12703600,2566000,22
12719400,2566600,3
12706800,2565600,5
12705400,2567000,3
12737200,2586800,2
12728000,2583800,2
12674400,2589600,6
12694200,2568600,5
12717000,2579800,5
12724600,2567600,6
12718400,2567600,2
12717200,2582600,5
12688000,2563800,2
12678600,2582000,5
12697600,2576800,1
12690000,2575400,1
12691800,2574600,16
12704200,2564600,6
12679000,2579800,4
12687600,2591000,1
12685400,2587000,5
12698400,2559200,12
12707400,2579400,6
12718000,2585400,7
12706200,2565200,2
12680000,2587600,6
12669000,2576400,17
12672600,2577600,7
12679200,2590400,8
12666600,2584200,2
12682000,2586400,11
12682000,2559200,10
12706200,2566800,6
12670800,2579800,2
12687600,2561400,7
12699200,2563800,2
12682400,2590000,2
12734600,2580600,1
12673800,2587600,25
12679000,2585400,1
12672000,2585800,1
12705400,2577600,2
12675600,2587800,6
12715600,2568600,5
12717800,2578800,8
12716800,2585600,5
12683200,2582000,2
12707000,2576800,1
12676600,2575600,1
12715600,2571000,1
12722000,2575400,1
12671200,2581800,11
12702600,2560400,13
12698400,2560200,19
12713600,2571800,4
12719200,2566400,2
12752000,2554200,4
12671400,2588800,8
12695000,2586400,1
12681200,2591600,1
12668600,2584400,1
12703000,2562200,6
12675000,2568600,6
12745400,2564400,2
12695200,2568200,3
12710600,2563800,8
12685000,2586000,3
12706600,2568600,14
12675200,2567400,2
12683000,2585800,1
12687400,2562800,2
12688400,2562200,1
12682400,2583200,3
12713400,2573200,7
12699200,2581400,5
12683200,2554600,25
12722600,2578600,5
12692200,2585400,1
12670000,2570200,1
12683400,2574000,1
12686800,2562200,3
12688000,2577000,2
12694400,2578600,2
12698600,2577600,2
12688600,2584200,1
12733000,2587000,1
12670400,2583200,9
12685200,2566000,5
12676400,2574200,1
12698200,2564000,2
12676000,2585400,1
12687800,2565800,5
12718600,2568200,1
12683400,2553400,7
12708200,2578200,1
12693600,2573600,12
12703600,2563800,18
12673600,2587200,7
12735400,2587400,2
12704800,2560800,25
12677800,2589600,12
12729000,2591200,1
12732200,2575200,1
12677600,2555000,2
12707600,2570200,2
12701200,2563200,2
12694800,2570400,6
12736400,2574200,1
12679000,2593000,3
12690000,2576400,8
12709400,2568600,5
12699600,2571000,5
12683800,2584400,1
12723800,2589800,3
12671800,2583800,8
12679800,2565000,10
12689000,2567000,1
12696200,2575000,10
12722400,2587400,2
12743000,2567800,1
12694400,2568400,10
12685400,2565800,5
12736000,2585600,1
12670200,2580000,12
12714600,2573000,13
12697600,2578800,1
12689800,2562600,1
12679000,2556800,1
12681800,2587000,3
12707000,2571000,8
12715000,2574000,1
12676800,2573800,2
12685600,2564000,6
12694800,2584400,2
12694800,2571000,9
12695600,2576000,6
12745000,2561400,2
12671600,2576000,11
12684800,2565000,2
12696000,2576000,3
12726400,2582200,1
12704600,2564200,1
12733000,2585800,1
12677600,2554000,1
12718200,2575200,5
12682800,2585800,3
12711400,2573000,5
12678600,2550400,1
12689000,2561800,5
12678800,2593000,5
12684000,2557200,3
12679800,2561600,3
12706000,2574000,1
12725600,2588600,3
12684400,2555000,3
12682000,2575400,9
12726400,2572600,1
12703200,2571000,8
12683200,2556600,23
12696600,2581000,1
12684000,2572600,2
12719600,2578400,1
12705800,2567600,3
12675400,2587000,6
12673000,2571000,5
12696800,2572000,8
12694800,2568200,13
12711600,2570200,1
12682600,2558800,18
12725800,2579200,2
12731000,2580000,1
12672400,2584400,6
12719400,2580200,13
12692200,2575400,2
12681200,2586400,1
12682200,2559800,7
12679800,2550800,2
12725000,2588600,8
12672000,2586200,2
12678200,2593600,2
12729200,2580200,2
12672400,2590400,1
12674000,2582600,1
12698800,2574000,6
12698400,2570400,4
12720600,2582000,27
12726000,2580000,1
12676200,2593800,1
12744600,2566400,1
12681600,2559200,8
12705200,2569600,1
12697400,2580400,3
12676400,2585200,2
12683600,2583200,7
12749800,2567000,2
12700200,2571000,10
12732200,2586600,5
12702800,2574200,2
12681600,2587400,1
12682400,2557400,25
12699000,2571000,4
12690200,2559800,2
12683000,2557200,8
12677400,2555600,2
12751200,2554400,2
12674800,2568200,12
12706200,2562000,11
12669200,2578400,21
12679000,2563800,4
12700600,2580000,9
12731000,2576000,1
12730400,2589000,1
12696600,2559200,6
12669800,2586800,3
12692600,2571200,4
12713000,2574000,18
12707200,2575000,1
12687000,2563200,5
12723400,2588000,1
12737000,2585200,1
12718400,2573800,1
12696400,2562200,5
12670800,2588400,11
12694400,2580000,2
12679200,2552800,1
12684000,2563800,1
12723600,2587400,2
12679000,2594600,1
12717000,2576800,4
12671000,2581600,5
12721600,2582800,11
12685200,2587000,2
12734600,2577000,1
12705800,2581600,2
12684600,2570800,2
12680000,2586600,8
12676000,2568800,1
12700000,2574000,15
12731000,2587800,1
12723800,2571600,1
12721400,2581800,8
12705000,2561800,16
12679000,2581400,3
12679600,2565200,6
12690000,2560800,3
12699400,2580800,1
12704200,2568400,31
12728400,2583000,2
12670200,2576400,14
12687200,2579600,10
12693000,2560200,18
12690400,2579600,12
12702600,2568400,14
12703400,2571000,8
12693000,2563800,6
12711800,2571600,12
12698400,2569800,5
12681400,2552800,3
12680800,2564400,8
12676400,2573000,4
12695800,2567000,1
12710800,2568200,3
12718400,2575000,3
12707200,2571800,7
12693600,2570800,10
12706800,2564200,9
12705400,2564800,4
12676000,2564000,18
12705400,2567600,3
12702800,2564000,13
12726600,2581600,1
12687200,2591400,4
12716400,2577400,3
12717200,2582400,4
12744600,2565400,1
12676000,2571600,1
12690200,2579600,3
12732400,2587200,2
12682200,2573000,31
12690000,2575600,1
12690200,2578400,7
12694800,2562600,8
12679000,2578000,1
12697600,2577400,1
12691800,2574800,3
12672800,2580000,6
12682400,2578600,6
12678000,2551200,1
12698000,2576400,5
12665600,2580000,1
12706000,2580000,5
12678200,2585200,1
12698400,2559000,16
12682000,2587400,3
12674600,2581400,1
12679400,2565400,9
12674600,2585000,3
12723600,2567600,1
12719600,2567000,5
12668200,2579000,24
12667800,2584800,10
12687000,2591600,3
12677800,2564600,3
12725400,2587200,4
12695200,2573000,24
12684000,2578000,28
12701200,2563800,7
12703400,2580800,1
12703000,2580800,3
12737400,2571600,1
12696800,2568000,6
12693400,2581200,3
12698000,2564200,8
12682600,2559200,11
12703200,2564400,2
12677600,2575800,1
12684400,2565400,3
12682800,2556400,9
12695200,2558400,15
12714600,2581400,2
12691600,2576200,1
12671000,2586600,14
12676000,2575200,46
12674800,2584800,9
12685000,2586200,4
12694200,2582200,1
12698800,2580000,1
12733800,2586000,4
12692400,2572600,4
12682400,2583000,1
12724400,2575800,2
12703600,2565000,3
12718800,2567600,2
12670400,2577200,1
12670000,2582400,13
12733000,2587200,6
12674400,2592800,1
12696600,2579400,2
12689800,2584800,3
12694200,2574000,6
12670600,2582400,3
12697000,2566400,3
12691800,2573200,4
12740000,2571400,5
12673200,2583400,10
12698000,2558800,12
12682800,2586400,2
12696600,2583400,1
12732200,2575400,5
12687200,2592400,2
12707600,2570000,36
12673400,2582800,22
12694800,2570200,11
12714000,2568800,1
12683600,2572200,3
12701800,2581600,1
12699600,2571200,10
12683800,2584600,3
12744000,2566600,3
12703400,2569200,29
12693200,2585400,14
12718800,2581800,2
12675600,2587600,12
12696000,2558200,12
12672200,2574600,5
12708400,2561600,1
12705200,2575400,2
12721600,2578600,3
12720800,2575200,1
12722400,2587200,3
12722000,2577400,4
12748800,2561000,2
12672600,2586000,1
12708400,2576200,1
12726400,2587400,2
12670200,2580200,3
12685800,2562000,5
12718800,2563000,1
12689800,2562400,1
12679000,2556600,5
12675600,2582600,4
12684600,2582800,5
12725400,2588200,9
12707000,2568800,18
12719000,2587200,1
12694600,2572200,1
12674200,2581200,3
12682200,2587000,2
12695600,2576200,2
12689200,2570600,14
12669600,2581800,15
12735000,2587200,28
12725400,2579600,1
12677600,2565000,24
12710200,2571200,1
12721400,2583800,2
12717800,2581400,2
12681600,2581600,12
12675200,2590600,10
12704200,2569200,23
12705600,2579200,1
12677600,2582200,1
12726400,2575800,10
12667200,2584600,8
12692800,2562000,13
12714800,2581600,2
12684000,2556600,5
12693600,2582800,3
12750800,2567200,3
12726200,2587400,1
12684000,2557400,7
12672400,2573800,12
12747600,2566600,1
12679000,2590200,19
12675600,2563400,2
12710800,2567400,7
12695200,2587000,1
12670800,2570400,6
12685600,2571800,5
12685200,2575600,1
12730200,2578000,10
12703200,2571200,10
12682400,2557600,15
12671000,2567400,1
12673200,2584600,7
12704800,2581400,2
12665200,2583600,2
12678600,2590600,44
12719600,2578600,9
12728600,2578600,11
12721000,2579000,1
12705800,2567400,1
12674200,2584600,6
12677600,2588400,2
12696800,2572600,5
12680000,2587000,1
12670600,2569200,4
12743800,2567200,2
12694800,2568000,7
12719200,2583600,4
12680600,2585000,3
12678400,2568200,2
12681400,2552400,3
12703200,2565800,2
12726400,2582600,2
12706200,2572200,3
12679000,2591400,1
12700600,2561400,14
12677000,2555400,1
12672200,2565800,1
12725000,2588400,2
12672000,2586000,1
12697000,2580200,1
12674600,2567200,21
12693000,2572800,14
12704400,2577400,4
12682000,2562400,2
12674400,2587800,4
12717200,2561600,7
12727400,2578400,1
12736800,2587000,6
12701600,2560400,13
12684000,2563200,4
12716600,2582600,2
12698400,2570200,12
12737400,2580600,1
12685400,2571800,1
12682800,2565600,2
12697600,2585000,9
12703000,2582800,3
12698400,2573800,1
12705400,2563600,9
12681800,2560000,20
12694800,2559600,3
12725000,2576800,1
12688400,2558800,2
12681600,2559000,3
12676000,2574000,8
12723600,2571400,1
12700200,2571200,7
12667000,2579000,1
12684600,2557200,2
12702800,2574000,4
12703000,2568200,3
12690000,2560200,3
12689600,2567200,1
12720200,2566800,6
12699200,2576400,4
12695000,2577600,4
12696800,2576600,10
12721800,2587000,1
12693000,2563200,1
12697200,2567200,8
12674800,2568400,8
12720400,2580600,5
12692400,2571800,5
12673400,2572600,1
12704200,2574400,5
12674400,2564000,4
